,ACCNUM,ACCLASS,INVOLVED,MOTIVE,X,Y,LATITUDE,LONGITUDE,DATE_TIME,ROAD_CLASS,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,DISTRICT,NEIGHBOURHOOD,HOOD_ID,LOCCOORD,PEOPLE_COUNT,FATAL_INJURY_COUNT,MAJOR_INJURY_COUNT,MINOR_INJURY_COUNT,NO_INJURY_COUNT,NULL_INJURY_COUNT,DRIVERS_COUNT,PEDESTRIAN_COUNT,PASSENGER_COUNT,CYCLIST_COUNT,PEOPLE_VEH_COUNT,AUTOMOBILE_VEH_COUNT,RECREATIONAL_VEH_COUNT,OTHER_VEH_COUNT,REDLIGHT_CAMERA,DATE,DATA_TYPE,CAMERA_ID,CAMERA_DATE_TIME,CAMERA_DATE
3939,4002612585.0,Non-Fatal Injury,Automobile,Not Recorded,-8851000.57914868,5406966.09738714,43.620928,-79.50989100000001,2014-08-01 02:53:00,<Null>,Non Intersection,No Control,Clear,"Dark, artificial",Dry,SMV Other,Etobicoke York,Mimico (17),17,Mid-Block,1,0,1,0,0,0,1,0,0,0,0,1,0,0,False,2014-08,Accident,,,
3940,4002616805.0,Fatal,"Cyclist, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8818470.68622958,5434251.59516367,43.798106,-79.21767,2014-08-01 17:22:00,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Scarborough,Malvern (132),132,Intersection,3,1,0,0,2,0,2,0,0,1,1,2,0,0,True,2014-08,Accident,51.0,2009-08-04 04:00:00,2009-08
3941,4002616859.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8828485.65553829,5418058.41642742,43.693019,-79.307636,2014-08-01 17:30:00,Local,At Intersection,Stop Sign,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,Woodbine-Lumsden (60),60,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2014-08,Accident,,,
3942,4002621781.0,Non-Fatal Injury,"Cyclist, Automobile",Aggressive and Distracted Driving Collision,-8842380.99965707,5416085.81011594,43.680205,-79.43245999999999,2014-08-02 12:40:00,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,Wychwood (94),94,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2014-08,Accident,,,
3943,4002625418.0,Non-Fatal Injury,"Pedestrian, Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8848001.63206672,5426273.1096181,43.746352,-79.482951,2014-08-02 23:19:00,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,North York,Downsview-Roding-CFB (26),26,Mid-Block,3,0,1,1,1,0,2,1,0,0,0,1,1,1,False,2014-08,Accident,,,
3944,4002628533.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8859289.76239163,5409775.19185258,43.639193,-79.584354,2014-08-03 13:30:00,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Etobicoke York,Markland Wood (12),12,Intersection,4,0,2,0,2,0,2,0,2,0,0,2,0,2,False,2014-08,Accident,,,
3945,4002642659.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8818240.47752262,5435743.72200178,43.80778,-79.215602,2014-08-05 19:32:00,Minor Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Malvern (132),132,Intersection,3,0,1,0,2,0,1,1,1,0,0,1,0,2,False,2014-08,Accident,,,
3946,4002647882.0,Non-Fatal Injury,"Automobile, Truck",Aggressive and Distracted Driving Collision,-8847183.76776786,5431392.180609,43.779563,-79.475604,2014-08-06 15:15:00,Minor Arterial,Intersection Related,Stop Sign,Clear,Daylight,Dry,Turning Movement,North York,York University Heights (27),27,Intersection,4,0,1,3,0,0,3,0,1,0,0,3,0,1,False,2014-08,Accident,,,
3947,4002650961.0,Non-Fatal Injury,Motorcycle,Not Recorded,-8860542.44062152,5421790.80335603,43.717257,-79.595607,2014-08-07 01:00:00,Major Arterial,Non Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,SMV Other,Etobicoke York,West Humber-Clairville (1),1,Intersection,1,0,1,0,0,0,1,0,0,0,0,0,1,0,False,2014-08,Accident,,,
3948,4002656548.0,Non-Fatal Injury,Automobile,Not Recorded,-8834996.39859632,5410888.4538714,43.64643,-79.366123,2014-08-07 20:22:00,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Dry,Sideswipe,Toronto and East York,Waterfront Communities-The Island (77),77,Intersection,5,0,1,3,1,0,2,0,3,0,0,2,0,3,False,2014-08,Accident,,,
3949,4002664969.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8820185.34034627,5428095.00115399,43.758174,-79.233073,2014-08-09 02:14:00,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Woburn (137),137,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2014-08,Accident,,,
3950,4002688656.0,Non-Fatal Injury,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8828580.72238343,5415333.14727352,43.675315000000005,-79.30849,2014-08-12 16:14:00,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Toronto and East York,East End-Danforth (62),62,Intersection,3,0,1,0,2,0,2,0,1,0,0,1,1,1,False,2014-08,Accident,,,
3951,4002711350.0,Non-Fatal Injury,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8843938.58197225,5414009.74841138,43.666716,-79.44645200000001,2014-08-16 23:20:00,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Turning Movement,Toronto and East York,Dovercourt-Wallace Emerson-Junction (93),93,Intersection,2,0,1,0,1,0,2,0,0,0,0,1,1,0,True,2014-08,Accident,11.0,2008-03-26 04:00:00,2008-03
3952,4002712534.0,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8826461.75587618,5432346.14541286,43.78575,-79.289455,2014-08-16 05:15:00,Major Arterial,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Agincourt South-Malvern West (128),128,Intersection,2,1,0,0,1,0,1,1,0,0,0,1,0,1,False,2014-08,Accident,,,
3953,4002717713.0,Non-Fatal Injury,"Automobile, City Vehicle","Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8857537.59360654,5426255.38870507,43.746237,-79.568614,2014-08-17 00:51:00,Major Arterial,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Angle,Etobicoke York,Humber Summit (21),21,Intersection,18,0,1,1,16,0,2,0,16,0,0,1,0,17,False,2014-08,Accident,,,
3954,4002721774.0,Non-Fatal Injury,"Automobile, Motorcycle",Not Recorded,-8841411.07293379,5412528.82533372,43.657092,-79.42374699999999,2014-08-17 16:45:00,Minor Arterial,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Toronto and East York,Palmerston-Little Italy (80),80,Intersection,6,0,1,3,2,0,2,0,4,0,0,1,1,4,False,2014-08,Accident,,,
3955,4002722723.0,Non-Fatal Injury,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8838543.03757299,5419912.10213485,43.705058,-79.397983,2014-08-17 21:00:00,Major Arterial,At/Near Private Drive,No Control,Clear,Daylight,Dry,Turning Movement,Toronto and East York,Mount Pleasant West (104),104,Mid-Block,4,0,1,0,3,0,2,0,2,0,0,1,1,2,False,2014-08,Accident,,,
3956,4002723007.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8826513.63075889,5416097.66235268,43.680282,-79.28992099999999,2014-08-17 21:59:00,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Cyclist Collisions,Toronto and East York,East End-Danforth (62),62,Mid-Block,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2014-08,Accident,,,
3957,4002735710.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8826523.76083255,5436043.28702817,43.809722,-79.290012,2014-08-19 21:05:00,Major Arterial,At Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Agincourt North (129),129,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2014-08,Accident,,,
3958,4002735786.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8842070.19563878,5411883.22702333,43.652896000000005,-79.429668,2014-08-19 21:20:00,Major Arterial,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Cyclist Collisions,Toronto and East York,Little Portugal (84),84,Intersection,2,0,1,0,1,0,1,0,0,1,1,0,0,1,False,2014-08,Accident,,,
3959,4002750756.0,Non-Fatal Injury,"Cyclist, Automobile",Aggressive and Distracted Driving Collision,-8835505.12866924,5414815.86181296,43.671954,-79.370693,2014-08-22 01:22:00,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Toronto and East York,Cabbagetown-South St.James Town (71),71,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2014-08,Accident,,,
3960,4002755635.0,Non-Fatal Injury,"Cyclist, Automobile",Aggressive and Distracted Driving Collision,-8851946.68350094,5413460.37580594,43.663146000000005,-79.51839,2014-08-22 18:05:00,Minor Arterial,At Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Etobicoke York,Edenbridge-Humber Valley (9),9,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2014-08,Accident,,,
3961,4002781365.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8845814.76067008,5416479.86666066,43.682765,-79.463306,2014-08-26 17:20:00,Minor Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Etobicoke York,Keelesdale-Eglinton West (110),110,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2014-08,Accident,,,
3962,4002786358.0,Non-Fatal Injury,City Vehicle,Not Recorded,-8843049.36187979,5427675.17288547,43.75545,-79.438464,2014-08-27 12:05:00,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Other,North York,Bathurst Manor (34),34,Intersection,2,0,1,0,1,0,1,0,1,0,0,0,0,2,True,2014-08,Accident,4.0,2007-11-09 05:00:00,2007-11
3963,4002788366.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8840809.83636401,5433180.84923234,43.791163,-79.418346,2014-08-27 17:19:00,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Rear End,North York,Newtonbrook East (50),50,Intersection,3,0,1,1,1,0,3,0,0,0,0,2,0,1,False,2014-08,Accident,,,
3964,4002797820.0,Non-Fatal Injury,"Automobile, Motorcycle",Not Recorded,-8828517.04763469,5415118.13399965,43.673918,-79.307918,2014-08-29 06:10:00,Major Arterial,At Intersection,Traffic Signal,Clear,Dawn,Dry,Turning Movement,Toronto and East York,The Beaches (63),63,Intersection,2,0,1,0,1,0,2,0,0,0,0,1,1,0,False,2014-08,Accident,,,
3965,4002799906.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8838050.44882623,5433344.93070043,43.792227,-79.393558,2014-08-29 13:22:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,North York,Bayview Woods-Steeles (49),49,Intersection,2,0,1,0,1,0,2,0,0,0,0,2,0,0,True,2014-08,Accident,36.0,2009-03-17 04:00:00,2009-03
3966,4002803822.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8840784.34420062,5416471.55435682,43.682711,-79.41811700000001,2014-08-30 01:08:00,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Toronto and East York,Casa Loma (96),96,Mid-Block,4,0,1,0,3,0,1,1,2,0,0,1,0,3,False,2014-08,Accident,,,
3967,4002803863.0,Non-Fatal Injury,"Cyclist, City Vehicle",Not Recorded,-8841868.0394435,5410252.81513518,43.642298,-79.427852,2014-08-30 01:15:00,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Cyclist Collisions,Toronto and East York,Little Portugal (84),84,Mid-Block,2,0,1,0,1,0,1,0,0,1,0,0,0,2,False,2014-08,Accident,,,
3968,4002804562.0,Fatal,"Pedestrian, Automobile",Not Recorded,-8847284.06662906,5414601.01448072,43.670558,-79.476505,2014-08-30 04:59:00,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Etobicoke York,Junction Area (90),90,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,1,0,1,False,2014-08,Accident,,,
3969,4002809837.0,Non-Fatal Injury,"Pedestrian, Automobile, Motorcycle",Not Recorded,-8848048.38625285,5414294.45014934,43.668566,-79.48337099999999,2014-08-30 22:40:00,Minor Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Etobicoke York,Junction Area (90),90,Mid-Block,4,0,2,1,1,0,2,2,0,0,0,1,1,2,False,2014-08,Accident,,,
3970,4002811941.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8833184.78520315,5412801.78728231,43.658866,-79.349849,2014-08-31 08:55:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,South Riverdale (70),70,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2014-08,Accident,,,
3971,4002817424.0,Fatal,City Vehicle,Not Recorded,-8818713.58535849,5425752.28307354,43.742972,-79.219852,2014-09-01 01:47:00,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Scarborough Village (139),139,Mid-Block,2,1,0,0,1,0,1,0,1,0,0,0,0,2,False,2014-09,Accident,,,
3972,4002824583.0,Non-Fatal Injury,"Cyclist, Automobile",Aggressive and Distracted Driving Collision,-8835843.98519922,5414087.92509577,43.667224,-79.373737,2014-08-29 12:00:00,Minor Arterial,Intersection Related,No Control,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,Cabbagetown-South St.James Town (71),71,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2014-08,Accident,,,
3973,4002835706.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8849768.272385601,5416741.70806164,43.684466,-79.49882099999999,2014-09-03 17:36:00,Major Arterial,Intersection Related,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Mount Dennis (115),115,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2014-09,Accident,,,
3974,4002843049.0,Non-Fatal Injury,Automobile,Not Recorded,-8829701.82097521,5430890.490550499,43.776309000000005,-79.318561,2014-09-04 17:29:00,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Scarborough,Tam O'Shanter-Sullivan (118),118,Mid-Block,2,0,1,0,1,0,2,0,0,0,0,2,0,0,False,2014-09,Accident,,,
3975,4002856687.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8845086.84251978,5414194.72659616,43.667918,-79.456767,2014-09-06 16:10:00,Local,Non Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,Weston-Pellam Park (91),91,Mid-Block,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2014-09,Accident,,,
3976,4002857204.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8855653.065946901,5411155.36748815,43.648165000000006,-79.55168499999999,2014-09-06 17:44:00,Major Arterial,Intersection Related,Stop Sign,Clear,Daylight,Dry,Turning Movement,Etobicoke York,Islington-City Centre West (14),14,Intersection,4,0,2,2,0,0,2,0,2,0,0,2,0,2,False,2014-09,Accident,,,
3977,4002857314.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8829960.86143028,5416658.89087221,43.683928,-79.320888,2014-09-06 17:58:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Woodbine Corridor (64),64,Intersection,2,0,1,0,1,0,1,1,0,0,0,0,0,2,False,2014-09,Accident,,,
3978,4002858983.0,Non-Fatal Injury,Automobile,"Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8853884.75583565,5424406.282975,43.734236,-79.5358,2014-09-07 23:13:00,Major Arterial,Private Driveway,No Control,Clear,"Dark, artificial",Dry,SMV Other,Etobicoke York,Pelmo Park-Humberlea (23),23,Intersection,3,0,1,0,2,0,1,0,1,0,0,1,0,2,False,2014-09,Accident,,,
3979,4002864815.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8840499.81158216,5431422.70842063,43.779761,-79.415561,2014-09-07 21:30:00,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Pedestrian Collisions,North York,Willowdale East (51),51,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2014-09,Accident,,,
3980,4002867975.0,Non-Fatal Injury,Automobile,Not Recorded,-8846074.58036159,5416020.08435185,43.679778000000006,-79.46564000000001,2014-09-08 11:45:00,Minor Arterial,At Intersection,No Control,Clear,Daylight,Dry,SMV Unattended Vehicle,Toronto and East York,Weston-Pellam Park (91),91,Intersection,1,0,1,0,0,0,1,0,0,0,0,1,0,0,False,2014-09,Accident,,,
3981,4002874669.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8846297.10802369,5413474.99454178,43.663241,-79.467639,2014-09-09 11:15:00,Minor Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Junction Area (90),90,Intersection,2,0,1,0,1,0,1,1,0,0,0,0,0,2,False,2014-09,Accident,,,
3982,4002881159.0,Non-Fatal Injury,Motorcycle,Aggressive and Distracted Driving Collision,-8823327.77825188,5421666.81792655,43.716452,-79.261302,2014-09-10 10:30:00,Major Arterial,Intersection Related,No Control,Clear,Daylight,Dry,SMV Other,Scarborough,Clairlea-Birchmount (120),120,Intersection,2,0,1,0,1,0,2,0,0,0,0,0,1,1,False,2014-09,Accident,,,
3983,4002884654.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8827048.63223164,5426120.24860113,43.74536,-79.29472700000001,2014-09-10 20:12:00,Major Arterial,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Pedestrian Collisions,Scarborough,Wexford/Maryvale (119),119,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,True,2014-09,Accident,165.0,2021-06-23 04:00:00,2021-06
3984,4002886498.0,Non-Fatal Injury,"Automobile, Motorcycle",Not Recorded,-8845800.28913628,5432791.475860501,43.788638,-79.463176,2014-09-11 06:25:00,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Turning Movement,North York,Westminster-Branson (35),35,Intersection,2,0,1,0,1,0,2,0,0,0,0,1,1,0,False,2014-09,Accident,,,
3985,4002906646.0,Non-Fatal Injury,Automobile,"Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8854048.72944559,5421753.22250335,43.717013,-79.537273,2014-09-14 06:43:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Etobicoke York,Pelmo Park-Humberlea (23),23,Intersection,2,0,1,1,0,0,2,0,0,0,0,2,0,0,False,2014-09,Accident,,,
3986,4002915951.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8863249.17404016,5422774.42878133,43.723643,-79.619922,2014-09-15 16:55:00,Collector,Non Intersection,No Control,Rain,Daylight,Wet,Approaching,Etobicoke York,West Humber-Clairville (1),1,Intersection,2,0,1,1,0,0,2,0,0,0,0,2,0,0,False,2014-09,Accident,,,
3987,4002916967.0,Non-Fatal Injury,Automobile,"Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8827694.95319519,5422977.14319847,43.724959000000005,-79.300533,2014-09-15 20:10:00,Major Arterial,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Angle,Scarborough,Wexford/Maryvale (119),119,Intersection,9,0,1,6,2,0,3,0,6,0,0,3,0,6,False,2014-09,Accident,,,
3988,4002919707.0,Non-Fatal Injury,Truck,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8831833.589223899,5419177.29656435,43.700286,-79.337711,2014-09-16 09:32:00,Major Arterial,Overpass or Bridge,No Control,Clear,Daylight,Dry,SMV Other,Toronto and East York,Old East York (58),58,Mid-Block,1,0,1,0,0,0,1,0,0,0,0,0,0,1,False,2014-09,Accident,,,
3989,4002929082.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8834100.27669543,5433301.442658401,43.791945,-79.358073,2014-09-17 16:20:00,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,North York,Don Valley Village (47),47,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2014-09,Accident,,,
3990,4002949644.0,Non-Fatal Injury,Motorcycle,Aggressive and Distracted Driving Collision,-8858932.98342363,5416198.48394266,43.680937,-79.581149,2014-09-20 20:03:00,Minor Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,SMV Other,Etobicoke York,West Humber-Clairville (1),1,Mid-Block,1,0,1,0,0,0,1,0,0,0,0,0,1,0,False,2014-09,Accident,,,
3991,4002952213.0,Non-Fatal Injury,"Pedestrian, Automobile","Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8843859.65645328,5433371.45542256,43.792399,-79.44574300000001,2014-09-21 07:00:00,Major Arterial,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,North York,Newtonbrook West (36),36,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2014-09,Accident,,,
3992,4002954632.0,Non-Fatal Injury,"Automobile, Motorcycle","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8823078.08863403,5427246.57937875,43.752669,-79.259059,2014-09-21 15:42:00,Major Arterial,At/Near Private Drive,No Control,Clear,Daylight,Dry,Turning Movement,Scarborough,Bendale (127),127,Mid-Block,2,0,1,0,1,0,2,0,0,0,0,1,1,0,False,2014-09,Accident,,,
3993,4002973094.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision, Medical or Physical Disability Related Collision",-8834029.03222132,5424540.31951011,43.735106,-79.357433,2014-09-24 11:30:00,Collector,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,North York,Banbury-Don Mills (42),42,Intersection,1,0,1,0,0,0,1,0,0,0,0,1,0,0,False,2014-09,Accident,,,
3994,4002973211.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8857692.21637925,5411719.37285652,43.651831,-79.570003,2014-09-24 11:51:00,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Etobicoke York,Etobicoke West Mall (13),13,Mid-Block,1,0,1,0,0,0,1,0,0,0,0,1,0,0,False,2014-09,Accident,,,
3995,4002979452.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8835530.50951314,5411163.05963751,43.648215,-79.370921,2014-09-25 09:40:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Waterfront Communities-The Island (77),77,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,True,2014-09,Accident,56.0,2009-08-06 04:00:00,2009-08
3996,4002986275.0,Non-Fatal Injury,"Pedestrian, Emergency Vehicle",Aggressive and Distracted Driving Collision,-8838087.85217514,5420761.54374243,43.710574,-79.39389399999999,2014-09-26 09:18:00,Collector,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,North York,Mount Pleasant West (104),104,Intersection,2,0,1,0,1,0,1,1,0,0,0,0,0,2,False,2014-09,Accident,,,
3997,4002987190.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8844647.7984481,5424264.08312459,43.733313,-79.452823,2014-09-26 11:53:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,North York,Clanton Park (33),33,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,True,2014-09,Accident,63.0,2009-08-21 04:00:00,2009-08
3998,4003003255.0,Non-Fatal Injury,Motorcycle,Not Recorded,-8844014.1679065,5422869.00775006,43.724257,-79.447131,2014-09-28 18:20:00,<Null>,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,North York,Englemount-Lawrence (32),32,Mid-Block,1,0,1,0,0,0,1,0,0,0,0,0,1,0,False,2014-09,Accident,,,
3999,4003007939.0,Non-Fatal Injury,"Cyclist, Automobile",Aggressive and Distracted Driving Collision,-8841023.01318888,5412191.24995148,43.654898,-79.420261,2014-09-29 13:25:00,Major Arterial,Non Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,Trinity-Bellwoods (81),81,Intersection,3,0,1,1,1,0,1,0,1,1,1,1,0,1,False,2014-09,Accident,,,
4000,4003015546.0,Non-Fatal Injury,"Pedestrian, Motorcycle",Not Recorded,-8836057.94126052,5412484.81982178,43.656806,-79.375659,2014-09-30 15:38:00,Major Arterial,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Church-Yonge Corridor (75),75,Intersection,2,0,1,1,0,0,1,1,0,0,0,0,1,1,False,2014-09,Accident,,,
4001,4003025669.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8848998.72074575,5418634.545009901,43.696761,-79.491908,2014-10-02 07:40:00,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Sideswipe,Etobicoke York,Brookhaven-Amesbury (30),30,Mid-Block,7,0,1,0,6,0,3,0,4,0,0,3,0,4,False,2014-10,Accident,,,
4002,4003042543.0,Non-Fatal Injury,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8828618.90496877,5427398.84260819,43.753657,-79.30883299999999,2014-10-04 17:30:00,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Scarborough,Wexford/Maryvale (119),119,Mid-Block,6,0,1,0,5,0,2,0,4,0,0,1,1,4,False,2014-10,Accident,,,
4003,4003056806.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8837274.99725336,5411557.36779052,43.650778,-79.38659200000001,2014-10-07 00:09:00,Major Arterial,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Pedestrian Collisions,Toronto and East York,Bay Street Corridor (76),76,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,True,2014-10,Accident,114.0,2017-08-31 04:00:00,2017-08
4004,4003063238.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8857468.01892479,5426805.06104857,43.749804,-79.567989,2014-10-08 23:48:00,Major Arterial,At/Near Private Drive,No Control,Clear,"Dark, artificial",Wet,SMV Other,Etobicoke York,Humber Summit (21),21,Mid-Block,1,0,1,0,0,0,1,0,0,0,0,1,0,0,False,2014-10,Accident,,,
4005,4003072697.0,Non-Fatal Injury,"Pedestrian, Truck",Aggressive and Distracted Driving Collision,-8832888.34139916,5428635.22680661,43.761679,-79.347186,2014-10-09 12:40:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,North York,Parkwoods-Donalda (45),45,Intersection,2,0,1,0,1,0,1,1,0,0,0,0,0,2,False,2014-10,Accident,,,
